Ngata, Sir Apirana Turupa and Jones,�Pei te Hurinui	Nga Moteatea - The Songs Part One	1	Auckland University Press	book - hardcover 	422	true	$70	BONGAMOTEATEA	Commentary or analysis	true		4 v. : ports., geneal. tables, music ; 25 cm.	book with CDs inside front and back covers		The first volume in an edition of songs collected over a period of forty years by distinguished leader and scholar, Sir Apirana Ngata. The book with CDs offers prime texts in the teaching of Maori language, literature and tribal history and serves as inspiration for contemporary compostition and performance.		(c) The Polynesian Society Inc, Auckland 2004		2004		01:16:25										yes	Book with two CDs	-86940-321-5			
Dadson, Phil	Sound Stories	2	Artspace	book or Booklet - paperback	423	false			commentary or analysis	true		[14] p. ; 13 cm.			Published on the occasion of Dadson's exhibition Piano/Forte, at the Robert McDougall Contemporary Art Annex, Christchurch, as part of Colloquium 2000.				1999												yes		0-908874-63-4			
Kiernan, Esther (Editor)	Give it a Whirl - exploring New Zealand's rock music	1	Learning Media Limited for the Ministry of Education	kit	426	false			education resource	true		1 videodisc, 2 videocassettes, 1 teachers� book ; in plastic envelope 34 x 25 cm.			An in-depth visual and musical exploration of New Zealand rock 'n' roll stories, from the fledgeling sounds of the 1950s to today's international music acts. Education version of six episodes from the landmark series, with bonus material 'Fifty years of popular music history'. Complete material on DVD and video formats in kit with resource book. For years 9-13.				2004	30710 10752											yes	Book, 2 videos, 2 disc DVD	0-7903-0709-X			
Woods, John J	New Zealand National Anthem Sung in English and Maori	1	Universal Childrens Audio (UCA)	CD	428	true	$20	CDANTHEM	NZ recordings - not by SOUNZ composers	true		1 sound disc (15 min., 5 sec.) : digital ; 4 3/4 in.			This recording offers the English and Maori versions of the full five verses, plus instrumental backing. Pitched especially for children to sing along.		(c) This recording UCA 1996		1996	UCA 21-2	00:15:05										yes					
	Official Programme, Opening Ceremony of the Games of the XXVIII OlympiadNB Catalogue number is not to be stuck to book; publication not to be removed from Reference Library PUT THIS IS JP's FILE	1	International Olympic Committee	book or booklet - paperback	429	false			history	true									2004												yes					
Heenan, Ashley	God Defend New Zealand - A History of the National Anthem	1	School of Music, University of Canterbury	Book or booklet - paperback	431	true	$30	BONATANT	history	true		160 p. : ill., music ; 23 cm			The result of more than 50 years of preoccupation with the New Zealand national anthem 'God Defend New Zealand', this account by Ashley Heenan is the first to bring together the comparatively well-known and the completely unknown.		(c) Ashley Heenan 2004	the Canterbury Series of Bibliographies, catalogues and source documents in music number 11	2004					For Anita and Maureen who never lost faith.							yes		0908718-09-8			0112-4730
Radha and the Kiwi Kids	Virtues in Me	1	Universal Childrens Audio (UCA)	CD	432	true	$	CDVIRTUES	education resource	true		sound disc (52 min., 14 sec.) : digital ; 4 3/4 in.	book reference #686		This recording accompanies the book Virtues in Me and is an official companion resource to The Virtues Project Educator's Guide.				2000	UCA 37-2	00:52:14								Radha Sahar		yes		0-909059-11-X			
Smith, Roger and Watkins, Gareth	Douglas Lilburn: The Landscape of a New Zealand Composer	3	Concert FM	CD	438	true	$150	CDLILRADIO	documentary	true		0 sound discs (ca. 518 min.) : digital ; 4 3/4 in. + 1 booklet ([40] p. : ill.)	10 CDs with a booklet in a box	1. In Search of a Tradition; 2. Practicalities; 3. Nature; 4. Methods; 5. Hands; 6. Canvases; 7. Relationships; 8. Fashions; 9. Withdrawing; 10 Legacies	The radio series about the life and music of Douglas Lilburn as produced for Radio New Zealand by Roger Smith and Gareth Watkins, now available as a limited edition 10-CD boxed set. The CDs are accompanied by a comprehensive booklet, which includes details of every source utilised, making it ideal as a resource for in-depth aswell as 'interest's sake' study.		(c) Radio New Zealand Ltd 2002		2002		08:38:00										yes	10 CDS in box with booklet				
	Tangihaku	2	Mai Music	CD	439	true	$30	CDTANGIHAKU	NZ recordings - other genres	true		1 sound disc (48 min., 17 sec.) : digital ; 4 3/4 in.		taku ipu whakairo e te kai manunui mariko pou hihiri takutaku tarahati tau iho e te hau te kuia turehu o te po te pu o te mate tenei taonga te re maori tini whetu kwaerore 	Contemporary Maori music at its best! This latest release from Whirimako Black is sure to seduce listeners with its exquisite melodies, and Whirimako's voice..it's something else. The acoustic guitar is played by Joel Haines and taonga puoro (traditional instruments) by Justin Kereama.		(c) Mai Music Ltd 2004		2004	Mai WBCD01	00:48:17								Whirimako Black		yes					
	Stereoscope	1	Yellow Eye Records 	CD	441	true	$30	CDEYE019	NZ recordings - other genres	true		 1 sound disc (66 min.) : digital, stereo. ; 4 3/4 in. 010600		1. Voices, 2. Shallop, 3. Beautiful B and the Chlorpromazine E, 4. Vesala, 5. The Beginning of the End, 6. Titcaca, 7. Easy Tiiger, 8. Another Happy Day in Iraq, 9. 1987, 10. Scared, 11. Endings.			(c) Yellow Eye Music 2001		2001	Yellow Eye EYE019									C L Bob		yes					
	C L Bob	1	Yellow Eye Records 	CD	442	true	$30	CDEYE005	NZ recordings - other genres	true		sound disc (ca. 60 min.) : digital ; 4 3/4 in.		1. Transitions, 2. Summer Song, 3. Cartoon Donkey, 4. Dancing Di, 5. Mystical Paths, 6. Spike, 7. Jane, 8. Johns Mistake, 9. Back in the Abyss, 10. Something to Work On, 11. Endings			(c) Yellow Eye Music 1997		1997	Yellow Eye EYE015									C L Bob		yes					
	Trees -Yellow Eye Jazz Sampler	1	Yellow Eye Records (EYE 004)	CD	443	true	$30	CDEYE004	NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in. + 1 leaflet.		1. Smooth Guerilla (Tardis); 2. All Shuffle (Apollo Ten); 3. The Green Mist (Spook); 4. Th Journey (CL Bob); 5. Kick It (Tardis); 6. The Tapeworm Dream (Syzygy); 7. Spook (Spook); 8. Pauly's Place (Apollo Ten); 9. Root Canal (Spook); 10. My Bass Case (CL Bob); 11. Nodge (Tardis); 12. The Fourth Nexus (Syzygy); 13. Smiles (CL Bob); 14. Trees (Syzygy)	A tasty jazz sampler from Yellow Eye Records, 'Trees' features five Wellington jazz bands: Tardis, Apollo Ten, Spook, C.L. Bob Quintet, and Syzygy. All are familiar names on the national jazz scene and worthy of your attentive ear!		(c) Yellow Eye Music 1995		1995	Yellow Eye EYE004									Tardis, Spook, Apollo Ten, C L Bob, Syzygy		yes					
	The Bells	1	Yellow Eye Records	CD	444	true	$30	CDEYE021	NZ recordings - other genres	true		1 sound disc (48 min., 33) : digital ; 4 3/4 in.		1. Rattledog, 2. Biscuithead, 3. Fishgirl, 4. Good Friday, 5. The Desert and the Parched Land, 6. Mo'Scoscious, 7. The Bells	The Norman Meehan jazz quintet comprises Lucien Johnson (saxophone and flute), Nick van Dijk (trumpet and trombone), Norman Meehan (piano), Tim Jaray (bass), and Steve Cournane (drums). This is another winning album from Yellow Eye Records - so why don't you settle down and savour the cool sounds of one of New Zealand's leading jazz groups?		(c) Yellow Eye Music 2004		2004	Yellow Eye EYE021	00:48:33								Norman Meehan Quintet: Lucien Johnson (Saxophone and flute) Nick van Dijk (trumpet & trombone) Norman Meehan (piano) Tim Jaray (Bass) Steve Cournane (drums)		yes					
	Shrouded in the Mist / Hinepukohurangi	1	Muscle Music Productions Ltd	CD	445	true	$30	CDMMW01	NZ recordings - other genres	true		1 sound disc (37 min., 29 sec.) : digital ; 4 3/4 in.		1. Engari Te Titi, 2. Te Tini O Toi, 3. E Kui Kumara, 4. Moumou, 5. E Kui Mareta, 6. Torete te Kiore, 7. Kua Tata, 8. Taku Rakau E, 9. Mihi ki te Wao-nui, 10. He Taonga, 11. Hinekoti, 12. He Koha Kii Na Taku Kui	Winner of the Best Maori Language Album at the NZ Music Awards in 2000. Hinepukohurangi (Shrouded in Mist) is a "mesmerising blend of natural tones and subtle moods." Whirimako Black comes from a part of New Zealand where the people are referred to as Children of the Mist, a description that perhaps summarises her music and voice.				1999		00:37:29								Whirimako Black		yes					
Eggleton, David	Ready to Fly - the Story of New Zealand Rock Music	1	Craig Potton Publishing	Book or booklet - paperback	446	true	$50	BOREADYTOFLY	history	true		199 p. : ill. (some col.) ; 28 cm			A historical look at Kiwi rock from the 1950s through to the present day. This book is informative, engaging, and complemented by telling photographs.		(c) Craig Potton Publishing 2003		2003												yes		1-877333-06-9			
Flintoff, Brian	Taonga Puoru - Singing Treasures	1	Craig Potton	book or booklet - paperback	447	true	$35	BOTAONGA	Commentary or analysis	true		132 p. : ill. (chiefly col.) ; 24 cm. + 1 sound disc.	book with CD inside back cover		The first comprehensive look at the little-known world of Maori instruments. A fantastic resource, Flintoff's book is filled with beautiful photographs of the instruments themselves and is accompanied by a CD of musical examples.		(c) Brian Flintoff		2004										Hirini Melbourne		yes	Book with CD	1-877333-14-x			
	Horrible Songs for Children	1	Fatcat and Fishface	CD	449	false			NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in.					(c) Fatcat & Fishface 1997		1997										Fatcat and Fishface		yes					
	Selfish Shellfish	1	Fatcat and Fishface	CD	450	false			NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in.					(c) Fatcat & Fishface 1999		1999										Fatcat and Fishface		yes					
	Dogbreath	1	Jayrem	CD	451	false			NZ recordings - other genres	true		1 sound disc (27 min., 19 sec.) : digital ; 4 3/4 in.					(c) Fatcat & Fishface 2001		2001	Jayrem JAY370	00:27:19								Fatcat and Fishface		yes					
	Pretty Ugly	1	Fatcat and Fishface	CD	452	false			NZ recordings - other genres	true		1 sound disc (33 min., 47 sec.) : digital ; 4 3/4 in.					(c) Fatcat & Fishface 		2004		00:33:47								Fatcat and Fishface		yes					
	Elena's Cultural Symphony	2	Jayrem	CD	455	true	$30	CDELENA	NZ recordings - other genres	true		1 sound disc (38 min., 5 sec.) : digital ; 4 3/4 in.		1840 Waitangi Overture Abdelazar Blue Smoke E Papa Waiari Gloria Hallelujah Chorus Kei a Koe e Kua Rongo Mai Koe L'Apprenti Sorcier Moonlight Sonata 	Violinist Elena explores the area where Western classical traditions, Maori music, and popular music coverges. This album features an impressive lineup of performers, and takes a new look at familiar musical works including classical favourites, popular New Zealand songs, and Maori songs. "Elena's Cultural Symphony" features the first recording of composer Tim Whitta's "1840 Waitangi Overture", which explores our country's sense of nationhood.		(c) Elena/Jayrem 2004		2004	Jayrem CDJAY394	00:38:05								Elena, Tim Whitta, NGC Wellington Sinfonia, Whitireia Performing Arts, Strike, April Neho, Howie McGuire, Hema Temara, Gareth Farr, Simply Fantastic, Michael Vinten (cond)		yes					
Radio New  Zealand	Dorothy Buchanan and Igelese Ete	2		CD	467				documentary				Copy 1 in CD case. Only copy 2 has programme presentation sheet & series info, in plastic folder.		Episode One - produced by Roger Smith and Gareth Watkins. Includes presentation sheet with full programme details, and series information.			IK[S]Land(S)	2005		00:48:40										yes					
Radio New  Zealand	Richard Nunns and Alfred Hill	2		CD	468				documentary				Copy 1 in CD case. Only copy 2 has programme presentation sheet, in plastic folder.		Episode Two produced by Roger Smith and Gareth Watkins. Includes presentation sheet with full programme details.			IK[S]Land(S)	2005		00:51:03										yes					
Radio New  Zealand	Helen Fisher and Richard Nunns	1		CD	469				documentary				Copy 1 in CD case. Only copy 2 has programme presentation sheet, in plastic folder.		Episode Three produced by Roger Smith and Gareth Watkins. Includes presentation sheet with full programme details.			IK[S]Land(S)	2005		00:52:38										yes					
Radio New  Zealand	Jack Body and Helen Fisher 	2		CD	470				documentary				Copy 1 in CD case. Only copy 2 has programme presentation sheet, in plastic folder.		Episode Four produced by Roger Smith and Gareth Watkins. Includes presentation sheet with full programme details.			IK[S]Land(S)	2005		00:47:45										yes					
Radio New  Zealand	John Rimmer and Victoria Kelly	2		CD	471				documentary				Copy 1 in CD case. Only copy 2 has programme presentation sheet, in plastic folder.		Episode Five  produced by Roger Smith and Gareth Watkins. Includes presentation sheet with full programme details.			IK[S]Land(S)	2005		00:49:42										yes					
Radio New  Zealand	 Gareth  Farr and Eve de Castro Robinson	2		CD	472	false			documentary	true			Copy 1 in CD case. Only copy 2 has programme presentation sheet, in plastic folder.		Episode Six produced by Roger Smith and Gareth Watkins. Includes presentation sheet with full programme details.			IK[S]Land(S)	2005		00:52:50										yes	CD and programme presentation sheet.				
	Iris	1	Touch Music	CD	474	false			NZ recordings - other genres	true		1 sound disc (49 min. 27 sec.) : digital ; 4 3/4 in.					(c) Touch 2004		2004	Touch TO:58	00:49:27								Rosy Parlane		yes					
Toi Maori Aotearoa	Tuwhare - Poems by Hone Tuwhare set to music by recording artists from New Zealand Aotearoa	1	Universal 	CD	475	true	$30	CDTUWHARE	NZ recordings - other genres	true		1 sound disc (48 min., 11 sec.) : digital ; 4 3/4 in.		1. O Africa 2. Covetous 3. We, who live in darkness  4. Rain 5. Where shall I wander  6. Mad  7. Spring Song  8. Speak to Me Brother  9. Friend 10. On a theme by Hone Taiapa  11. Papa-tu-a-nuku  12. A northland heart-scape 	A compilation of lyrics by Hone Tuwhare, one of the country's most loved poets, set to music by twelve of New Zealand leading solo artists and performing groups. The power of Tuwhare's poetry to communicate to many becomes obvious, and this is represented by the diversity of performers on this album, from comparatively new groups such as Goldenhorse to local legends like Graham Brazier. Directed by Charlotte Yates, this album builds upon the success of "Baxter" - a selection of James K. Baxter's verses set to music, released in 2000.				2005	Universal 99714	00:48:11								Charlotte Yates, Goldenhorse, Strawpeople, Dallas Tamaira, Don McGlashan, Hinemoana Baker, Whirimako Black, Te Kupu, Graham Brazier, WAI, Earth Mother, Mahinarangi Tocker		yes					
	Mothersline	1	Ode Music	CD	476	false			NZ recordings - other genres	true		1 sound disc (34 min., 28 sec.) : digital ; 4 3/4 in.		1. Hineiwhakaataia, 2. It's time, 3. Totara trees, 4. Bruces song, 5. Flight of the seagulls, 6. Blue smoke, 7. Fiji time, 8. Pupu kauri to mum, 9. Kookaa tauwhiri, 10. Mothersline, 11. Marumaru, 12. Farewell			(c) Ode Music, ode Record Company Ltd 2005		2005	Ode CD MANU 2031	00:34:28								Pacific Curls		yes					
	Reeling in the Pacific	1	Ode Record Company Ltd	CD	477	false			NZ recordings - other genres	true		1 sound disc (42 min., 30 sec.) : digital ; 4 3/4 in.		1. A Blessing, 2. Send, 3. To See You Again/Te Whetumarama, 4. Hold Fast, 5. Helava Rotuma, 6. Reeling in the Pacific, 7. Dancing and Singing, 8. Kookaa Tauwhiri, 9. Smile in Your Sleep			(c) Ode Record Company Ltd, Ode Music 2005		2005	Ode CD MANU 2032	00:42:30								Planet Woman		yes					
Ngata, Sir Apirana Turupa and Jones,�Pei te Hurinui	Nga Moteatea - The Songs Part Two	1	Auckland University Press	book - hardcover 	482	true	$70	BONGAMOTEA2	Commentary or analysis	true		4 v. : ports., geneal. tables, music ; 25 cm.	book with CDs inside front and back covers		The second volume in the new editon of Nga Moteatea: The Songs. The series Nga Moteatea is the largest collection of Maori waiata, complete with English translations, annotations, and supporting CDs.		(c) The Polynesian Society Inc, Auckland 2005		2005												yes	Book with two CDs	1-86940-344-4			
Miguel Harth-Bedoya (Music Director)	Instruments of the Orchestra	1	Auckland Philharmonia	Video	483	false			education resource	true		1 videocassette (ca. 90 min.) : sd., col. ; 1/2 in.			An intimate journey of discovery through instruments of the orchestra				2003?										Auckland Philharmonia		yes					
	Square Peg	1		CD	484	false			NZ recordings - other genres	true		sound disc (41 min., 44 sec.) : digital ; 4 3/4 in.		1. New Morning Star, 2. Boys Walk In, 3. Hollow Bones, 4. Spring Flower, 5. The Brighton Boy, 6. Say My Name, 7. The Woods, 8. Bring it Down, 9. Taieri Beach, 10. Young Girl with a Diary, 11. Madeleine's Garden, 12. Mr Valeria's Room, 13. Where the Words Go					2005?		00:41:44								Paddy Burgin		yes					
Clifford Abbott	Flute Concertos and Blue Mountain Airs	1	St. George	CD	485	false			NZ recordings - not by SOUNZ composers	true				1-2. Concerto for Flute and Orchestra No. 1; 3-5. Concerto for Flute and Orchestra No. 2; 6. Concerto for Flute and Orchestra No. 3; 7. Concerto for Flute and Orchestra No. 4; 8-10. Blue Mountain Airs for Flute and Harp. SBS Radio and Television Youth Orchestra.															SBS Radio and Television Youth Orchestra		yes					
	Bob 'n' Spin	1	Carousel	CD	486	true	$30	CDBOBNSPIN	NZ recordings - other genres	true		1 sound disc (48 min., 40 sec.) : digital ; 4 3/4 in.		1. Bob 'n' Spin, 2. Clowns Waltz, 3. In the garden, 4. Bubble gum, 5. Long way from here, 6. How are you Mikayla, 7. If you stagger, 8. Night of the Goblin Ball, 9. Face to the Sun, 10. Hinders fling, 11. Cyber images, 12. Old saw	The second release from innovative, genre breaking ensemble Carousel. You'll hear echoes of classical, jazz, bluegrass, celtic, tango and gypsy styles.				2002		00:48:40								Carousel		yes					
	Carousel	1	Carousel	CD	487	true	$30	CDCAROUSEL	NZ recordings - other genres	true		1 sound disc (41 min., 56 sec.) : digital ; 4 3/4 in.		1. Chucky's Big Day Out, 2. A Postcard from Spain, 3. Sailing, 4. Here Come the Elephants, 4. Marika, 5. Conversations in the Park, 6. Carnival, 7. Carousel, 8. Slip Away, 9. Cowboys and Indians, 10. Rainstorm	The debut album from genre breaking band Carousel. The mosaic of sound pictures incorporates original composition and improvisation, using a unique blend of acoustic instruments.		(c) August 2002		2002		00:41:56								Carousel		yes					
	Kura Huna	1	Mai Music	CD	488	true	$30	CDKURAHUNA	NZ recordings - other genres	true		1 sound disc (64 min., 48 sec.) : digital ; 4 3/4 in.		1. Engari Ti Titi; 2. Te Rongo O Te Tuna; 3.Kaore te Aroha E Huri E; 4. Taku Aroha; 5. Kimihia Rangahaua; 6. Ka Mea A Tawera; 7. Tera Te Whetu; 8. Katahi Ti; 9, Tirohia Atu Nga Whetu; 10. Te Houhi	Te Kura Huna (the hidden treasures) is a collection of Maori musical works, collected over many years by Whirimako Black's brother, Taiarahia, some of which are performed here with musician/arranger/producer Russel Walder. Black's exquisite voice paired with Walder's epic soundscape and superb playing makes for a unique listening experience, transcending both language and cultural barriers to bring these timeless stories to a wider audience.		(c) Mai Music Ltd 2005		2005	Mai WBCD002	01:04:48								Whirimako Black		yes					
Rohan, Tracy	Into Music 1 - Classroom Music in Years 1-3	1	Learning Media Ltd	book or booklet - paperback	490	false			education resource	true		64 p. : ill. ; 30 cm. + 1 sound disc (digital ; 4 3/4 in.)	Book with CD inside front cover		This book has been written for all teachers of children in years 1 to 3. Each chapter includes suggested learning outcomes, games and starter activities, teaching examples, and guidelines for assessment and evaluation.		(c) Crown 2001		2001												yes	book with CD	0-478-24689-7			
Rohan, Tracy	Into Music 2 - Classroon Music in Years 4-6	1	Learning Media Ltd	Book or booklet - paperback	491	false			Education resource	true		72 p. : ill., music ; 30 cm. + 1 sound disc (digital ; 4 3/4 in.)	Book with CD in front cover		This book has been written for teachers of children in years 4 to 6. Each chapter includes suggested learning outcomes, games and starter activities, teaching examples, and guidelines for assessment and evaluation. 		(c) Crown 2002		2002												yes	book with CD	0-478-26669-3			
Rose, Maxine and Dreaver, Kate (editors)	Into Music 4 - Classroom Music in Years 1-13	1	Learning Media Ltd	kit	492	false			education resource	true		68 p. : col. ill. ; 30 cm. + 1 videocassette (ca. 59 min.), in plastic envelope, 34 x 23 cm.	Video & book in plastic bag	Working with pitch; exploring phrase and texture; using Poi and Rakau; rhythm, rap and rhyme; developing ideas for composition; music of Samoa; music of the Cook Islands	Kit consists of a video and a teachers' book. It aims to show the teaching, learning, planning and assessment of music in rich contexts and to explore their increasing complexity as students progress through the levels of the curriculum. It is the final resource in a series that also includes books with CDs on classroom music in years 1-3, 4-6 and 7-10.		(c) Crown 2005		2005	31133	00:59:20										yes	Book and video tape	0-7903-1134-8			
Parker, Brent 	Music Maths Magic - Part 1	1	Brent Parker	Kit	493	false			education resource	true			A4 spiral bound & CD in plastic bag		Ms Rudimento shows how sums, music and reasoning can be fun. For young children, parents and teachers. For those who know Doh, Ray, Me, Fah, Soh.		(c) 2000. Cd (c) 2003		2000												yes	Book and CD				
Archer, Chris and Dunmill, Merryn	Sweet II - Another Taste of New Zealand Music	2	New Zealand Music Industry Commission	book or booklet - paperback	495	false			education resource	true		1 book, 1 sound disc, 1 CD-ROM	Book with double CD in plastic bag		Featured here are another 50 artists and bands with an updated range of activities, plus another of the much-praised CD Roms containing videos, scores nd links to artists' websites.		(c) 2004 New Zealand Music Industry Commission		2004												yes	Book, audio disc and CD rom	0-473-09647-1			
	Solo and Ensemble Guitar	1	Ode Records	CD	513	true	$35	CDMANU5003/04	NZ recordings - other genres	true		2 sound discs (123 min., 53 sec.) : digital ; 4 3/4 in.	2 CDs in 1 case	Aatidahlge; Peter Leask Allegro; J.S. Bach Capricho Catalan; Isaac Albeniz Chasing the Whale; Mike Hogan Cuban Landscape with Bells; Leo Brouwer Figure Eight; Richard Charlton Fuge: J.S. Bach Hammerowen; Mike Hogan Hungarian Fantasy; J.K. Mertz In the Caves; Mike Hogan La Maja de Goya; Enrique Granados (1867-1916), arr. Owen Moriarty Milonga Del Angel; Astor Piazzolla (1917-1992), arr. Benitez Passcaglia; S.L. Weiss (1687-1750), arr. Noad Prelude; J.S. Bach Primavera Portena; Astor Piazzolla, arr. Benitez Serenata Espanola; Joaquin Malats Tango en Skai; Roland Dyens Tanguango; Astor Piazzolla Usher Waltz; Nikita Koshkin Variations on an Anatolian Folksong; Carlo Domeniconi Verano Portena; Astor Piazzolla, arr. Benitez Waltz en Skai; Roland Dyens 	his double CD is a truly beautiful guitar album. The importance of variety is clearly acknowledge in this album: it features a selection of works, from J.S. Bach to Astor Piazzolla, and the young Moriarty displays fine technique and adaptability to each work. Works by New Zealand composers and fellow performers Mike Hogan and Peter Leask are also included, meanwhile the guitar quartets 'Toru' and 'Totally Plucked' complement Moriarty's solo venture.		(c) Ode Record Company, Owen Moriarty 2003		2003	Ode CD MANU 5003/4	02:03:53								Owen Moriarty, Toru guitar quartet, Totally Plucked Wellington Guitar Quartet WGQ		yes					
	Sound Proof - New New Zealand Music	2	Creative New Zealand	DVD 	514	false			NZ recordings - other genres	true		1 videodisc : sd., col. ; 4 3/4 in.	DVD & booklet in foam-covered case						2005										Ariana Tikao, Deceptikonz, Elena, Billy Te Kahika Jnr, Adeaze, Blackfoot, Hinemoana Baker, Ill Semantics, Brannigan Kaa, Alphrisk, Ardijah, Che Fu, Kataraina Pipi, Daren Kamali, Ladi6, Maree Sheehan, Palyer Park, Toni Huata, T-Sistaz, Sara-Jane, Mareko, Max Stowers, Savage, Upper Hutt Posse, Mere Taylor-Tuiloma, Scribe, Wai, Moana & the Tribe, Sheree Waitoa aka Sista, Whirimako Black, Hinewehi Mohi & Oceania, James Webster, Tha Feelstyle, Te Vaka, Pacific Underground Music Production (PUMP)		yes					
Leathem, Kare Rapata 	Waiata Mai - 35 Maori Songs	1	Reed Publishing	book or booklet - paperback	515	true	$25	BOWAIATAMAI	education resource	true		75 p. ; 18 cm. + 1 sound disc.	Book with CD inside back cover		A compilation of 35 popular Maori songs. Originally packaged with an audio-cassette and released in 1991, this celebration of Maori culture has been re-designed and the book contains all the lyrics and their English translations, along with commentaries for each song.		(c) Kare Rapata Leatham		1991					A token of remembrance for Wikitoria, my younger sister.							yes	book with CD	0-7900-0993-5			
Armstrong, Alan 	Maori Games and Haka - Instructions, Words and Actions	1	Reed Publishing Ltd	book or booklet - paperback	516	true	$35	BOARMHAKA	Commentary or analysis	true		182 p. : ill. ; 24 cm.			An ideal resource for schools - the 2005 edition of the 1964 manual by Alan Armstrong. There is extensive use of illustration to assist with explanation, and the various games and haka are accompanied by good information about the history and context in which they are to be used. 		(c) The Estate of Alan G Armstrong 2005		2005												yes		0-7900-1016-x			
	The Mongrel In Me	1	Jayrem Records	CD	519	true	$30	CDJAY396	NZ recordings - other genres	true		2 sound discs (44 min., 4 sec.) : digital ; 4 3/4 in.	double CD	Arnold Brooker As I Went by the Water Dream of Same Ending  Extra Track for Robbie Forever From Good to Wrong   Good Memories He Poroporoaki Here Where We Remain I am Walking on this Land I Was Deaf Then Ko Te Ao Marama Like I Used To Love is a Grand Thing My Love Be Still Paint the Sky Spinning Start Again Sweet Heart Taku Kotiro Talking Te Oranga Tenei Ahau E Haere Ana I Te Whenua Thanks To You The Bee Keeper's Son From Tuakau rThe Wild Winged Messenger These Blue Eyes Winter  	Mahinarangi's latest album is a double CD featuring 29 songs about love, loss, desire and heritage that comes from Mahinarangi's emotional and musical expressions with respect to her Maori, Hebrew and Celtic ancestry. For this recording Mahinarangi has assembled all of the musicians she has been performing with recently at festivals such as WOMAD and NZ International Arts Festival; as well as special guest appearances by Ashley Brown (cello) and Ross Harris (trumpet).		(c) Jayrem Music, Mahinarangi Tocker, 2005		2005	Jayrem CDJAY396	00:44:04								Mahinarangi Tocker (vocals, guitars), Shona Laing (backing vocals), David Downes (backing vocals, drums), James Wilkinson (backing vocals, fretless bass, kay electric guitar) Ross Harris (trumpet), Jimmy Young (Northumbrian pipes) ames Wilkinson (guitar) Ashley Brown (cello) Denny Stanway, Anahera Higgins (backing vocals), Jimmy Young (bodhran)		yes					
New Zealand Music Industry Commission	Making Music Te Waihanga Puoro	1	Ministry of Education	kit	520	false			education resource	true		2 videodiscs : sd., col. ; 4 3/4 in. + 1 teachers� book (68 p. : ill. ; 30 cm.), 1 poster (col. ill. ; 41 x 59 cm., folded to 21 x 30 cm.)	book, poster & DVD in a plastic bag		New Zealand musicians play their songs and talk about their work. Comprises two DVDs, a poster and a teacher's guidebook. It provides a snapshot of some Mew Zealand music, with artists communicating knowledge from their own musical experience directly to the viewer. This resource is aimed at levels 5-8 of The Arts in New Zealand Curriculum. Activities based on this resource may  contribute towards assessment for NCEA.  		(c) New Zealand Music Industry Commission 2005		2005	10931									Produced and directed by Arthur Baysting		yes	Book with 2-disc DVD	0-476-01592-8			
	Horse	1	Tristar Music 	CD	521	false			NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in.					(c) Sony Music Entertainment (NZ) Ltd 1995		1995	Sony 478620.2									Eddie Rayner		yes					
	Willow Macky receiving Good Citizen Award from Auckland Mayor John Banks, 15 June 2004	1		video	522	false			documentary	true			videotape and folded sheet in box		Videotape of event, with a list of people photographed with Willow 				2004												yes					
	Parallax	1	Lydian Music Ltd.	CD	523	false			NZ recordings - other genres	true		1 sound disc (48 min., 32 sec.) : digital ; 4 3/4 in.					(c) Lydian Music Ltd 2005		2004	Lydian P1004	00:48:32								Leigh Jackson collaboratoring with Colin Hemmingsen, Lance Philip and Tim Robertson		yes					
Segedin, Marin and Prebble, Carolyn and Charlton, Margery (editors)	Ronald Dellow:	2	Ronald Dellow Music Trust	Book or Booklet - paperback	524	false			biography	true		43 p. : ill. ; 21 cm			A 'pen portrati' of an exceptional Auckland musician, compiled in 2005 for the Ronlad Dellow Music Trust and as an introduction to a concert of his music to be held in 2006.A 'pen portrati' of an exceptional Auckland musician, compiled in 2005 for the Ronlad Dellow Music Trust and as an introduction to a concert of his music to be held in 2006.				2005												yes					
Dix, John	Stranded in Paradise - New Zealand Rock and Roll 1955 to the modern era	1	Penguin Books	Book or booklet - paperback	526	true	$45	BOSTRANDED	history	true		318 p. : ill. ; 29 cm.			When first published in 1988, 'Stranded in Paradise' immediately became the definitive history of New Zealand rock music. Since then the local music industry has boomed, and developments within the last twenty years have necessitated this revised edition. Filled with illustrations that are descriptive and nostalgic, this is a "must-have" reference book for anyone interested in New Zealand rock music.		(c) John Dix 1988, 2005		2005												yes		0-14-301953-8			
Powell, Kit	Kit Powell - Interviews and Articles Catalogue to 2005 	1	Kit Powell	Book or booklet - paperback	527	false			biography	true					includes programme notes				2005												yes					
